number,ttr_h,ttr_outlier,ttr_h_log,ttr_h_winsor,opened_at,contact_type,category,subcategory,impact_level,urgency_level,priority_level
INC0004410,633.95,0,6.453546255635042,633.95,2016-03-08 15:44:00+00:00,Phone,Category 40,Subcategory 43,2,2,3
INC0004411,50.85,0,3.948354934675536,50.85,2016-03-08 15:45:00+00:00,Phone,Category 26,Subcategory 275,2,2,3
INC0004412,310.3,0,5.7407570774475625,310.3,2016-03-08 15:46:00+00:00,Phone,Category 23,Subcategory 3,2,2,3
INC0004413,0.7166666666666667,0,0.5403844260075351,0.7166666666666667,2016-03-08 15:47:00+00:00,Phone,Category 32,Subcategory 9,2,2,3
INC0004415,1150.5833333333333,0,7.048893086015484,1150.5833333333333,2016-03-08 15:48:00+00:00,Phone,Category 53,Subcategory 114,2,2,3
INC0004416,335.4,0,5.818300928098793,335.4,2016-03-08 15:55:00+00:00,Phone,Category 55,Subcategory 170,2,2,3
INC0004418,25.3,0,3.269568939183719,25.3,2016-03-08 15:59:00+00:00,Phone,Category 45,Subcategory 200,2,2,3
INC0004420,,0,,,2016-03-08 16:04:00+00:00,Phone,Category 45,Subcategory 200,2,2,3
INC0004421,41.85,0,3.7577056450437887,41.85,2016-03-08 16:04:00+00:00,Phone,Category 40,Subcategory 43,2,2,3
INC0004422,,0,,,2016-03-08 16:04:00+00:00,Phone,Category 23,Subcategory 75,2,2,3
INC0004423,0.1,0,0.09531017980432487,0.1,2016-03-08 16:06:00+00:00,Phone,Category 45,Subcategory 200,2,2,3
INC0004424,0.05,0,0.04879016416943201,0.05,2016-03-08 16:09:00+00:00,Phone,Category 44,Subcategory 54,2,2,3
INC0004426,24.233333333333334,0,3.2281658717752935,24.233333333333334,2016-03-08 16:11:00+00:00,Phone,Category 32,Subcategory 9,2,2,3
INC0004429,19.75,0,3.0325462466767075,19.75,2016-03-08 16:13:00+00:00,Phone,Category 40,Subcategory 43,2,2,3
INC0004430,309.3833333333333,0,5.737808092709405,309.3833333333333,2016-03-08 16:16:00+00:00,Phone,Category 53,Subcategory 113,2,2,3
INC0004433,0.3333333333333333,0,0.2876820724517809,0.3333333333333333,2016-03-08 16:23:00+00:00,Phone,Category 45,Subcategory 29,2,2,3
INC0004434,498.1,0,6.2128064764755635,498.1,2016-03-08 16:23:00+00:00,Phone,Category 46,Subcategory 231,2,2,3
INC0004435,19.6,0,3.0252910757955354,19.6,2016-03-08 16:24:00+00:00,Phone,Category 20,Subcategory 103,2,2,3
INC0004436,65.96666666666667,0,4.204194983152779,65.96666666666667,2016-03-08 16:27:00+00:00,Phone,Category 40,Subcategory 43,2,2,3
INC0004438,23.55,0,3.2007118542405295,23.55,2016-03-08 16:29:00+00:00,Phone,Category 61,Subcategory 16,2,2,3
INC0004440,70.03333333333333,0,4.263149250436462,70.03333333333333,2016-03-08 16:32:00+00:00,Phone,Category 40,Subcategory 43,2,2,3
INC0004441,23.6,0,3.202746442938317,23.6,2016-03-08 16:32:00+00:00,Phone,Category 61,Subcategory 164,2,2,3
INC0004442,21.8,0,3.126760535960395,21.8,2016-03-08 16:34:00+00:00,Phone,Category 55,Subcategory 170,2,2,3
INC0004444,306.23333333333335,0,5.727607502331509,306.23333333333335,2016-03-08 16:37:00+00:00,Phone,Category 28,Subcategory 174,2,2,3
INC0004448,0.6,0,0.4700036292457355,0.6,2016-03-08 16:48:00+00:00,Phone,Category 17,Subcategory 12,2,2,3
INC0004450,104.83333333333333,0,4.661865529664636,104.83333333333333,2016-03-08 16:48:00+00:00,Phone,Category 32,Subcategory 9,2,2,3
INC0004452,141.98333333333332,0,4.962728073350864,141.98333333333332,2016-03-08 16:49:00+00:00,Phone,Category 51,Subcategory 25,2,2,3
INC0004454,353.35,0,5.870285125256265,353.35,2016-03-08 16:49:00+00:00,Phone,Category 26,Subcategory 175,2,2,3
INC0004455,41.266666666666666,0,3.7439987533350156,41.266666666666666,2016-03-08 16:50:00+00:00,Phone,Category 40,Subcategory 43,2,2,3
INC0004459,525.7666666666667,0,6.266757692746948,525.7666666666667,2016-03-08 16:51:00+00:00,Phone,Category 23,Subcategory 3,2,2,3
INC0004461,183.71666666666667,0,5.218823119553552,183.71666666666667,2016-03-08 16:53:00+00:00,Phone,Category 37,Subcategory 123,2,2,3
INC0004462,310.75,0,5.742201584560146,310.75,2016-03-08 16:53:00+00:00,Phone,Category 61,Subcategory 164,2,2,3
INC0004463,39.95,0,3.7123518102990785,39.95,2016-03-08 16:55:00+00:00,Phone,Category 53,Subcategory 168,2,2,3
INC0004464,136.78333333333333,0,4.925682403030575,136.78333333333333,2016-03-08 16:55:00+00:00,Phone,Category 42,Subcategory 223,2,2,3
INC0004465,333.95,0,5.8139812669542765,333.95,2016-03-08 17:00:00+00:00,Phone,Category 40,Subcategory 43,2,2,3
INC0004466,328.85,0,5.79863800566888,328.85,2016-03-08 17:01:00+00:00,Phone,Category 55,Subcategory 170,2,2,3
INC0004467,0.36666666666666664,0,0.31237468504215243,0.36666666666666664,2016-03-08 17:01:00+00:00,Phone,Category 45,Subcategory 200,2,2,3
INC0004469,209.51666666666668,0,5.349564826551875,209.51666666666668,2016-03-08 17:03:00+00:00,Phone,Category 42,Subcategory 106,2,2,3
INC0004471,0.03333333333333333,0,0.03278982282299087,0.03333333333333333,2016-03-08 17:10:00+00:00,Phone,Category 20,Subcategory 125,2,2,3
INC0004474,141.56666666666666,0,4.959809726564753,141.56666666666666,2016-03-08 17:14:00+00:00,Phone,Category 26,Subcategory 275,2,2,3
INC0004476,379.81666666666666,0,5.9423180694664435,379.81666666666666,2016-03-08 17:23:00+00:00,Phone,Category 57,Subcategory 146,2,2,3
INC0004478,165.18333333333334,0,5.113091596606692,165.18333333333334,2016-03-08 17:32:00+00:00,Phone,Category 44,Subcategory 54,2,2,3
INC0004479,39.43333333333333,0,3.699654527281895,39.43333333333333,2016-03-08 17:34:00+00:00,Phone,Category 26,Subcategory 275,2,2,3
INC0004480,137.28333333333333,0,4.929304720442184,137.28333333333333,2016-03-08 17:39:00+00:00,Phone,Category 44,Subcategory 54,2,2,3
INC0004482,6405.866666666667,1,8.765125610850708,2843.4006666666587,2016-03-08 17:45:00+00:00,Phone,Category 46,Subcategory 88,2,2,3
INC0004483,44.31666666666667,0,3.81367488241037,44.31666666666667,2016-03-08 17:53:00+00:00,Phone,Category 44,Subcategory 54,2,2,3
INC0004485,333.3,0,5.812038793426053,333.3,2016-03-08 17:59:00+00:00,Phone,Category 37,Subcategory 135,2,2,3
INC0004486,215.63333333333333,0,5.3782062162321935,215.63333333333333,2016-03-08 18:05:00+00:00,Phone,Category 46,Subcategory 251,2,2,3
INC0004487,15.116666666666667,0,2.779853933231194,15.116666666666667,2016-03-08 18:07:00+00:00,Phone,Category 53,Subcategory 153,2,2,3
INC0004490,329.65,0,5.801060414120672,329.65,2016-03-08 18:19:00+00:00,Email,Category 28,Subcategory 174,2,2,3
INC0004491,0.06666666666666667,0,0.06453852113757116,0.06666666666666667,2016-03-08 18:33:00+00:00,Phone,Category 23,Subcategory 75,2,2,3
INC0004492,325.18333333333334,0,5.7874595954828685,325.18333333333334,2016-03-08 18:34:00+00:00,Phone,Category 53,Subcategory 117,2,2,3
INC0004493,307.5833333333333,0,5.731991931125612,307.5833333333333,2016-03-08 18:49:00+00:00,Phone,Category 9,Subcategory 145,2,2,3
INC0004494,1000.0166666666667,0,6.90877142919326,1000.0166666666667,2016-03-08 19:09:00+00:00,Phone,Category 9,Subcategory 164,2,2,3
INC0004498,11.95,0,2.5610957881455465,11.95,2016-03-08 20:40:00+00:00,Phone,Category 9,Subcategory 164,2,2,3
INC0004499,231.41666666666666,0,5.448531737839488,231.41666666666666,2016-03-08 20:41:00+00:00,Phone,Category 55,Subcategory 170,2,2,3
INC0004500,66.86666666666666,0,4.217544996008258,66.86666666666666,2016-03-08 20:42:00+00:00,Phone,Category 53,Subcategory 80,2,2,3
INC0004502,19.083333333333332,0,2.9998902837026544,19.083333333333332,2016-03-08 21:04:00+00:00,Phone,Category 20,Subcategory 125,2,2,3
INC0004503,19.783333333333335,0,3.0341513834579357,19.783333333333335,2016-03-08 21:12:00+00:00,Phone,Category 34,Subcategory 151,2,2,3
INC0004507,67.56666666666666,0,4.227806507990802,67.56666666666666,2016-03-08 22:38:00+00:00,Phone,Category 32,Subcategory 174,2,2,3
INC0004508,352.53333333333336,0,5.86797777603492,352.53333333333336,2016-03-08 22:49:00+00:00,Phone,Category 37,Subcategory 135,2,2,3
INC0004509,157.35,0,5.064807772984649,157.35,2016-03-08 23:17:00+00:00,Phone,Category 45,Subcategory 200,2,2,3
INC0004510,10.1,0,2.4069451083182885,10.1,2016-03-08 23:46:00+00:00,Email,Category 28,Subcategory 174,2,2,3
INC0004512,33.85,0,3.551053137206533,33.85,2016-03-08 23:46:00+00:00,Phone,Category 32,Subcategory 9,2,2,3
INC0004514,17.183333333333334,0,2.90050542361097,17.183333333333334,2016-03-09 00:09:00+00:00,Phone,Category 45,Subcategory 29,2,2,3
INC0004515,9.416666666666666,0,2.3434070875143007,9.416666666666666,2016-03-09 00:28:00+00:00,Email,Category 28,Subcategory 174,2,2,3
INC0004517,0.1,0,0.09531017980432487,0.1,2016-03-09 01:30:00+00:00,Phone,Category 32,Subcategory 9,2,2,3
INC0004519,34.61666666666667,0,3.572813693097047,34.61666666666667,2016-03-09 01:40:00+00:00,Phone,Category 61,Subcategory 164,2,2,3
INC0004520,300.7,0,5.709433146165015,300.7,2016-03-09 01:44:00+00:00,Phone,Category 26,Subcategory 175,2,2,3
INC0004522,6.483333333333333,0,2.0126783255201537,6.483333333333333,2016-03-09 02:24:00+00:00,Phone,Category 55,Subcategory 170,2,2,3
INC0004523,37.5,0,3.6506582412937387,37.5,2016-03-09 02:43:00+00:00,Phone,Category 45,Subcategory 200,2,2,3
INC0004524,,0,,,2016-03-09 02:47:00+00:00,Phone,Category 45,Subcategory 223,2,2,3
INC0004526,0.3,0,0.26236426446749106,0.3,2016-03-09 02:58:00+00:00,Phone,Category 45,Subcategory 223,2,2,3
INC0004527,2.5166666666666666,0,1.2575135712539658,2.5166666666666666,2016-03-09 02:59:00+00:00,Phone,Category 55,Subcategory 170,2,2,3
INC0004528,299.4166666666667,0,5.705170399931049,299.4166666666667,2016-03-09 03:03:00+00:00,Phone,Category 42,Subcategory 106,2,2,3
INC0004532,13.95,0,2.7047112998366956,13.95,2016-03-09 03:27:00+00:00,Phone,Category 42,Subcategory 174,2,2,3
INC0004535,823.9666666666667,0,6.7153429814780115,823.9666666666667,2016-03-09 04:27:00+00:00,Phone,Category 55,Subcategory 170,2,2,3
INC0004539,297.73333333333335,0,5.699551313683933,297.73333333333335,2016-03-09 04:47:00+00:00,Phone,Category 45,Subcategory 200,2,2,3
INC0004540,0.38333333333333336,0,0.32449604557449724,0.38333333333333336,2016-03-09 04:48:00+00:00,Phone,Category 42,Subcategory 224,2,2,3
INC0004541,32.516666666666666,0,3.5120428275505513,32.516666666666666,2016-03-09 05:13:00+00:00,Phone,Category 37,Subcategory 135,2,2,3
INC0004575,,0,,,2016-03-09 07:22:00+00:00,Phone,Category 46,Subcategory 223,2,2,3
INC0004577,295.0833333333333,0,5.690640946233026,295.0833333333333,2016-03-09 07:29:00+00:00,Phone,Category 26,Subcategory 175,3,3,3
INC0004581,,0,,,2016-03-09 07:36:00+00:00,Phone,Category 26,Subcategory 175,2,2,3
INC0004582,78.93333333333334,0,4.3811929539253045,78.93333333333334,2016-03-09 07:53:00+00:00,Phone,Category 40,Subcategory 43,2,2,3
INC0004583,317.71666666666664,0,5.764302515840874,317.71666666666664,2016-03-09 07:53:00+00:00,Phone,Category 24,Subcategory 164,2,2,3
INC0004584,30.0,0,3.4339872044851463,30.0,2016-03-09 07:53:00+00:00,Phone,Category 40,Subcategory 174,2,2,3
INC0004585,1.6833333333333333,0,0.9870598027623623,1.6833333333333333,2016-03-09 07:54:00+00:00,Phone,Category 57,Subcategory 170,3,3,3
INC0004586,315.76666666666665,0,5.758165435549159,315.76666666666665,2016-03-09 07:55:00+00:00,Email,Category 28,Subcategory 174,2,2,3
INC0004587,315.78333333333336,0,5.758218049128737,315.78333333333336,2016-03-09 07:55:00+00:00,Email,Category 28,Subcategory 174,2,2,3
INC0004588,288.0833333333333,0,5.666714997181749,288.0833333333333,2016-03-09 07:57:00+00:00,Phone,Category 40,Subcategory 43,2,2,3
INC0004589,558.9666666666667,0,6.327877258148059,558.9666666666667,2016-03-09 07:58:00+00:00,Phone,Category 51,Subcategory 182,2,2,3
INC0004590,2.683333333333333,0,1.303818139295652,2.683333333333333,2016-03-09 07:58:00+00:00,Phone,Category 53,Subcategory 174,2,2,3
INC0004591,0.05,0,0.04879016416943201,0.05,2016-03-09 08:00:00+00:00,Phone,Category 46,Subcategory 223,2,2,3
INC0004592,0.5333333333333333,0,0.4274440148269396,0.5333333333333333,2016-03-09 08:02:00+00:00,Phone,Category 40,Subcategory 43,2,2,3
INC0004596,29.966666666666665,0,3.432911357151683,29.966666666666665,2016-03-09 08:08:00+00:00,Phone,Category 44,Subcategory 174,2,2,3
INC0004597,,0,,,2016-03-09 08:09:00+00:00,Phone,Category 42,Subcategory 223,2,2,3
INC0004600,26.583333333333332,0,3.3172117255890625,26.583333333333332,2016-03-09 08:15:00+00:00,Phone,Category 32,Subcategory 9,2,2,3
INC0004601,312.1,0,5.74652262833236,312.1,2016-03-09 08:15:00+00:00,Phone,Category 26,Subcategory 175,2,2,3
INC0004602,26.5,0,3.3141860046725258,26.5,2016-03-09 08:17:00+00:00,Phone,Category 61,Subcategory 16,2,2,3
INC0004603,0.13333333333333333,0,0.12516314295400602,0.13333333333333333,2016-03-09 08:17:00+00:00,Phone,Category 46,Subcategory 223,3,3,3
INC0004604,48.35,0,3.8989377658794906,48.35,2016-03-09 08:20:00+00:00,Phone,Category 32,Subcategory 300,2,2,3
INC0004605,3.3833333333333333,0,1.4778094699556639,3.3833333333333333,2016-03-09 08:23:00+00:00,Phone,Category 26,Subcategory 175,2,2,3
INC0004606,9.216666666666667,0,2.3240203737141107,9.216666666666667,2016-03-09 08:24:00+00:00,Phone,Category 46,Subcategory 223,2,2,3
INC0004607,0.6333333333333333,0,0.4906229164484712,0.6333333333333333,2016-03-09 08:25:00+00:00,Phone,Category 40,Subcategory 43,2,2,3
INC0004609,51.833333333333336,0,3.967142304649226,51.833333333333336,2016-03-09 08:26:00+00:00,Phone,Category 23,Subcategory 174,2,2,3
INC0004610,51.13333333333333,0,3.953804539443101,51.13333333333333,2016-03-09 08:27:00+00:00,Phone,Category 40,Subcategory 43,2,2,3
INC0004611,648.3666666666667,0,6.475997528919049,648.3666666666667,2016-03-09 08:30:00+00:00,Phone,Category 34,Subcategory 174,2,2,3
INC0004612,152.93333333333334,0,5.036519608252285,152.93333333333334,2016-03-09 08:30:00+00:00,Phone,Category 26,Subcategory 275,2,2,3
INC0004613,0.08333333333333333,0,0.08004270767353643,0.08333333333333333,2016-03-09 08:30:00+00:00,Phone,Category 42,Subcategory 174,2,2,3
INC0004614,56.233333333333334,0,4.04713647923532,56.233333333333334,2016-03-09 08:32:00+00:00,Phone,Category 61,Subcategory 164,2,2,3
INC0004615,31.35,0,3.4766140209469096,31.35,2016-03-09 08:33:00+00:00,Phone,Category 40,Subcategory 43,2,2,3
INC0004617,127.1,0,4.852811208902689,127.1,2016-03-09 08:35:00+00:00,Phone,Category 26,Subcategory 275,2,2,3
INC0004618,311.9166666666667,0,5.745936914410235,311.9166666666667,2016-03-09 08:35:00+00:00,Phone,Category 40,Subcategory 215,2,2,3
INC0004619,1.1,0,0.7419373447293773,1.1,2016-03-09 08:38:00+00:00,Phone,Category 37,Subcategory 123,2,2,3
INC0004620,25.633333333333333,0,3.282163564104119,25.633333333333333,2016-03-09 08:39:00+00:00,Phone,Category 40,Subcategory 43,2,2,3
INC0004621,3.55,0,1.5151272329628591,3.55,2016-03-09 08:40:00+00:00,Phone,Category 53,Subcategory 174,2,2,3
INC0004622,246.1,0,5.509793112994564,246.1,2016-03-09 08:42:00+00:00,Phone,Category 40,Subcategory 43,2,2,3
INC0004624,31.45,0,3.479700443150099,31.45,2016-03-09 08:44:00+00:00,Phone,Category 61,Subcategory 36,2,2,3
INC0004626,187.9,0,5.241217774507464,187.9,2016-03-09 08:48:00+00:00,Phone,Category 46,Subcategory 223,3,3,3
INC0004627,0.06666666666666667,0,0.06453852113757116,0.06666666666666667,2016-03-09 08:50:00+00:00,Phone,Category 46,Subcategory 223,2,2,3
INC0004628,121.28333333333333,0,4.806340756491894,121.28333333333333,2016-03-09 08:52:00+00:00,Phone,Category 40,Subcategory 43,2,2,3
INC0004629,1.4,0,0.8754687373538999,1.4,2016-03-09 08:52:00+00:00,Phone,Category 26,Subcategory 175,2,2,3
INC0004633,29.283333333333335,0,3.4105975061740708,29.283333333333335,2016-03-09 08:58:00+00:00,Phone,Category 46,Subcategory 223,2,2,3
INC0004636,1805.4666666666667,0,7.499128098530751,1805.4666666666667,2016-03-09 08:59:00+00:00,Phone,Category 23,Subcategory 174,2,2,3
INC0004637,126.9,0,4.851248708584797,126.9,2016-03-09 08:59:00+00:00,Phone,Category 43,Subcategory 105,2,2,3
INC0004638,54.733333333333334,0,4.020578411982491,54.733333333333334,2016-03-09 09:02:00+00:00,Phone,Category 42,Subcategory 29,1,2,2
INC0004640,169.95,0,5.141371116085311,169.95,2016-03-09 09:06:00+00:00,Phone,Category 40,Subcategory 43,2,2,3
INC0004641,29.983333333333334,0,3.4334494254993433,29.983333333333334,2016-03-09 09:08:00+00:00,Phone,Category 46,Subcategory 88,2,2,3
INC0004643,0.13333333333333333,0,0.12516314295400602,0.13333333333333333,2016-03-09 09:11:00+00:00,Phone,Category 32,Subcategory 174,3,3,3
INC0004644,342.65,0,5.839623697567614,342.65,2016-03-09 09:11:00+00:00,Phone,Category 9,Subcategory 164,2,2,3
INC0004645,125.26666666666667,0,4.838396072643813,125.26666666666667,2016-03-09 09:11:00+00:00,Phone,Category 40,Subcategory 43,2,2,3
INC0004647,54.983333333333334,0,4.025054027390192,54.983333333333334,2016-03-09 09:13:00+00:00,Phone,Category 9,Subcategory 164,2,2,3
INC0004648,1349.2666666666667,0,7.20805738279002,1349.2666666666667,2016-03-09 09:14:00+00:00,Phone,Category 40,Subcategory 43,2,2,3
INC0004650,335.3333333333333,0,5.818102731685499,335.3333333333333,2016-03-09 09:15:00+00:00,Phone,Category 61,Subcategory 36,2,2,3
INC0004651,1.95,0,1.0818051703517284,1.95,2016-03-09 09:18:00+00:00,Phone,Category 53,Subcategory 153,2,2,3
INC0004653,458.65,0,6.130465330309764,458.65,2016-03-09 09:21:00+00:00,Phone,Category 40,Subcategory 43,2,2,3
INC0004654,0.4666666666666667,0,0.3829922522561058,0.4666666666666667,2016-03-09 09:25:00+00:00,Phone,Category 37,Subcategory 174,2,2,3
INC0004655,0.08333333333333333,0,0.08004270767353643,0.08333333333333333,2016-03-09 09:26:00+00:00,Phone,Category 32,Subcategory 174,3,3,3
INC0004660,0.03333333333333333,0,0.03278982282299087,0.03333333333333333,2016-03-09 09:29:00+00:00,Phone,Category 42,Subcategory 223,2,2,3
INC0004661,3.783333333333333,0,1.5651376535375203,3.783333333333333,2016-03-09 09:29:00+00:00,Phone,Category 40,Subcategory 43,2,2,3
INC0004663,455.93333333333334,0,6.124537501332344,455.93333333333334,2016-03-09 09:30:00+00:00,Phone,Category 34,Subcategory 174,1,2,2
INC0004665,1.2,0,0.7884573603642702,1.2,2016-03-09 09:30:00+00:00,Phone,Category 9,Subcategory 202,2,2,3
INC0004666,54.666666666666664,0,4.019381523748645,54.666666666666664,2016-03-09 09:30:00+00:00,Phone,Category 40,Subcategory 215,2,2,3
INC0004667,290.35,0,5.674525293589083,290.35,2016-03-09 09:30:00+00:00,Phone,Category 19,Subcategory 174,2,2,3
INC0004669,0.5333333333333333,0,0.4274440148269396,0.5333333333333333,2016-03-09 09:31:00+00:00,Phone,Category 32,Subcategory 174,3,3,3
INC0004670,657.1333333333333,0,6.489407545042959,657.1333333333333,2016-03-09 09:36:00+00:00,Phone,Category 9,Subcategory 164,2,2,3
INC0004671,314.7,0,5.754792395563946,314.7,2016-03-09 09:37:00+00:00,Email,Category 28,Subcategory 174,2,2,3
INC0004673,168.28333333333333,0,5.131573839717401,168.28333333333333,2016-03-09 09:39:00+00:00,Phone,Category 26,Subcategory 174,2,2,3
INC0004674,193.08333333333334,0,5.26828762009634,193.08333333333334,2016-03-09 09:40:00+00:00,Phone,Category 46,Subcategory 233,2,2,3
INC0004676,0.48333333333333334,0,0.39429180751003917,0.48333333333333334,2016-03-09 09:44:00+00:00,Phone,Category 40,Subcategory 43,2,2,3
INC0004679,2.4,0,1.2237754316221157,2.4,2016-03-09 09:49:00+00:00,Phone,Category 53,Subcategory 174,2,2,3
INC0004686,1.6833333333333333,0,0.9870598027623623,1.6833333333333333,2016-03-09 09:57:00+00:00,Phone,Category 40,Subcategory 43,2,2,3
INC0004687,1655.8833333333334,0,7.41269360657924,1655.8833333333334,2016-03-09 09:57:00+00:00,Phone,Category 46,Subcategory 252,2,2,3
INC0004688,193.68333333333334,0,5.271374306933596,193.68333333333334,2016-03-09 09:57:00+00:00,Phone,Category 46,Subcategory 255,2,2,3
INC0004689,510.6,0,6.237543069704688,510.6,2016-03-09 09:57:00+00:00,Phone,Category 34,Subcategory 151,2,2,3
INC0004690,30.566666666666666,0,3.4521017115239228,30.566666666666666,2016-03-09 09:58:00+00:00,Phone,Category 46,Subcategory 174,2,2,3
INC0004691,0.9333333333333333,0,0.659245628884264,0.9333333333333333,2016-03-09 09:59:00+00:00,Phone,Category 53,Subcategory 50,2,2,3
INC0004692,24.766666666666666,0,3.2490816669252665,24.766666666666666,2016-03-09 10:01:00+00:00,Phone,Category 53,Subcategory 174,2,2,3
INC0004694,3025.266666666667,1,8.015085015603205,2843.4006666666587,2016-03-09 10:03:00+00:00,Phone,Category 34,Subcategory 174,2,2,3
INC0004695,28.3,0,3.3775875160230218,28.3,2016-03-09 10:04:00+00:00,Phone,Category 46,Subcategory 174,2,2,3
INC0004696,336.18333333333334,0,5.820626798255313,336.18333333333334,2016-03-09 10:04:00+00:00,Phone,Category 51,Subcategory 25,2,2,3
INC0004697,0.11666666666666667,0,0.11034805716886538,0.11666666666666667,2016-03-09 10:07:00+00:00,Phone,Category 46,Subcategory 223,2,2,3
INC0004698,22.6,0,3.1612467120315646,22.6,2016-03-09 10:09:00+00:00,Phone,Category 57,Subcategory 170,2,2,3
INC0004699,186.01666666666668,0,5.231197739442766,186.01666666666668,2016-03-09 10:11:00+00:00,Phone,Category 40,Subcategory 43,2,2,3
INC0004700,22.833333333333332,0,3.1710851610318525,22.833333333333332,2016-03-09 10:11:00+00:00,Phone,Category 40,Subcategory 43,2,2,3
INC0004702,0.65,0,0.5007752879124893,0.65,2016-03-09 10:13:00+00:00,Phone,Category 57,Subcategory 170,2,2,3
INC0004703,27.2,0,3.339321977944068,27.2,2016-03-09 10:13:00+00:00,Phone,Category 34,Subcategory 154,3,3,3
INC0004706,191.93333333333334,0,5.262344706089219,191.93333333333334,2016-03-09 10:16:00+00:00,Phone,Category 57,Subcategory 159,2,2,3
INC0004707,0.1,0,0.09531017980432487,0.1,2016-03-09 10:17:00+00:00,Phone,Category 46,Subcategory 223,2,2,3
INC0004708,238.93333333333334,0,5.4803611069768206,238.93333333333334,2016-03-09 10:18:00+00:00,Phone,Category 42,Subcategory 223,2,2,3
INC0004709,0.2,0,0.18232155679395465,0.2,2016-03-09 10:18:00+00:00,Phone,Category 17,Subcategory 174,2,2,3
INC0004712,28.183333333333334,0,3.373597770063751,28.183333333333334,2016-03-09 10:20:00+00:00,Phone,Category 46,Subcategory 223,2,2,3
INC0004714,292.5,0,5.681877639268151,292.5,2016-03-09 10:23:00+00:00,Phone,Category 26,Subcategory 275,2,2,3
INC0004718,312.23333333333335,0,5.746948386720909,312.23333333333335,2016-03-09 10:24:00+00:00,Phone,Category 53,Subcategory 174,2,2,3
INC0004719,48.75,0,3.907010463604602,48.75,2016-03-09 10:24:00+00:00,Phone,Category 42,Subcategory 31,2,2,3
INC0004720,22.233333333333334,0,3.1455880290983687,22.233333333333334,2016-03-09 10:25:00+00:00,Phone,Category 40,Subcategory 43,2,2,3
INC0004721,309.6,0,5.738505910714586,309.6,2016-03-09 10:25:00+00:00,Phone,Category 26,Subcategory 175,2,2,3
INC0004722,24.316666666666666,0,3.2314629403736723,24.316666666666666,2016-03-09 10:25:00+00:00,Phone,Category 23,Subcategory 75,2,2,3
INC0004723,309.7,0,5.738827816399001,309.7,2016-03-09 10:25:00+00:00,Phone,Category 42,Subcategory 223,2,2,3
INC0004724,192.51666666666668,0,5.265363641404906,192.51666666666668,2016-03-09 10:25:00+00:00,Phone,Category 57,Subcategory 120,2,2,3
INC0004725,24.9,0,3.254242968705492,24.9,2016-03-09 10:26:00+00:00,Phone,Category 40,Subcategory 43,2,2,3
INC0004726,553.7833333333333,0,6.3185776471338775,553.7833333333333,2016-03-09 10:26:00+00:00,Phone,Category 61,Subcategory 16,2,2,3
INC0004728,508.05,0,6.232546243553204,508.05,2016-03-09 10:28:00+00:00,Phone,Category 37,Subcategory 174,2,2,3
INC0004729,126.55,0,4.848508444587821,126.55,2016-03-09 10:30:00+00:00,Phone,Category 34,Subcategory 181,2,2,3
INC0004733,480.06666666666666,0,6.17600586064025,480.06666666666666,2016-03-09 10:31:00+00:00,Phone,Category 42,Subcategory 224,2,2,3
INC0004735,49.65,0,3.9249392306946924,49.65,2016-03-09 10:32:00+00:00,Phone,Category 40,Subcategory 43,2,2,3
INC0004736,675.0333333333333,0,6.516242384491977,675.0333333333333,2016-03-09 10:32:00+00:00,Phone,Category 9,Subcategory 145,2,2,3
INC0004737,486.8,0,6.18990548578182,486.8,2016-03-09 10:32:00+00:00,Phone,Category 42,Subcategory 223,2,2,3
INC0004738,49.55,0,3.9229629454664803,49.55,2016-03-09 10:33:00+00:00,Phone,Category 57,Subcategory 120,2,2,3
INC0004739,315.45,0,5.7571652512213145,315.45,2016-03-09 10:33:00+00:00,Phone,Category 22,Subcategory 277,2,2,3
INC0004741,1.8333333333333333,0,1.041453874828161,1.8333333333333333,2016-03-09 10:34:00+00:00,Phone,Category 46,Subcategory 208,2,2,3
INC0004742,,0,,,2016-03-09 10:34:00+00:00,Phone,Category 26,Subcategory 175,2,2,3
INC0004744,29.916666666666668,0,3.431295412819435,29.916666666666668,2016-03-09 10:37:00+00:00,Phone,Category 40,Subcategory 215,2,2,3
INC0004746,6.233333333333333,0,1.9786999718783043,6.233333333333333,2016-03-09 10:40:00+00:00,Phone,Category 32,Subcategory 174,2,2,3
INC0004748,47.9,0,3.8897773964808264,47.9,2016-03-09 10:42:00+00:00,Phone,Category 40,Subcategory 43,2,2,3
INC0004750,0.5666666666666667,0,0.4489502200479032,0.5666666666666667,2016-03-09 10:43:00+00:00,Phone,Category 17,Subcategory 90,2,2,3
INC0004751,6.05,0,1.9530276168241774,6.05,2016-03-09 10:43:00+00:00,Phone,Category 9,Subcategory 174,2,2,3
INC0004752,0.2,0,0.18232155679395465,0.2,2016-03-09 10:44:00+00:00,Phone,Category 57,Subcategory 218,2,2,3
INC0004755,0.11666666666666667,0,0.11034805716886538,0.11666666666666667,2016-03-09 10:44:00+00:00,Phone,Category 32,Subcategory 174,2,2,3
INC0004756,0.8166666666666667,0,0.597003320007043,0.8166666666666667,2016-03-09 10:46:00+00:00,Phone,Category 26,Subcategory 275,2,2,3
INC0004759,358.5,0,5.884714177161102,358.5,2016-03-09 10:46:00+00:00,Phone,Category 57,Subcategory 146,2,2,3
